Text,Label
there is simply no excuse for something this poorly done.  ,neg
the characters were all funny and had the peculiarity of not having a true lead character.  ,pos
i'm so sorry but i really can't recommend it to anyone.  ,neg
"his use of the colours of the french flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",pos
the film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & i say that as an insulin dependant diabetic myself.  ,neg
horrible!  ,neg
"at any rate this film stinks, its not funny, and fulci should have stayed with giallo and supernatural zombie movies.  ",neg
"the writer, gorman bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",pos
everything stinks.  ,neg
it has northern humour and positive about the community it represents.  ,pos
"i have to mention this and it is a huge spoiler, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with valentine and the young judge together, and the old man watching it on her tv, solidifying his happiness over the suffering which he dealt with for those many years.  ",pos
"it is a film about nothing, just a pretext to show ridiculous action scenes.  ",neg
very disappointed and wondered how it could be in the oscar shortlist.  ,neg
"the film's dialogue is natural, real to life.  ",pos
a film not easily forgotten.  ,pos
"the worst, sappiest dialogue... i could go on and on.  ",neg
"the puppets look really cheesy , not in a good way like in the puppet master 80's flicks.  ",neg
"angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist doctor quinn.  ",pos
"it's a sad movie, but very good.  ",pos
"as for the killer, don't expect anything original or even remotely frightening.  ",neg
"but ""tiny toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",pos
i am not a filmmaker nor am i a director but i would hide my head in the sand if i'd spent whatever amount of money and time on this movie.  ,neg
but even the talented carrell can't save this.  ,neg
there is a lot of beautiful places.  ,pos
one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,neg
"i won't spoil it, but the ending in pretty amazing.  ",pos
you share general loewenhielm's exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,pos
lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,neg
"the plot doesn't hang together at all, and the acting is absolutely appalling.  ",neg
"it was forced, like everything in this movie.  ",neg
"one more thing: i can tolerate political incorrectness very well, i'm all for artistic freedom and suspension of disbelief, but the slavic female character was just too much.  ",neg
this is an excellent film.  ,pos
it's just lame.  ,neg
i really liked that.  ,pos
the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie.  ,pos
she carries the movie well.  ,pos
"even if you love bad movies, do not watch this movie.  ",neg
i totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,pos
tom wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,pos
i certainly do not mean this distinction in a good way.  ,neg
") very bad performance plays angela bennett, a computer expert who is at home all the time.  ",neg
"being a 90's child, i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons.  ",pos
not a pleasant voyage of self-discovery.  ,neg
"the ""explosion"" of the gas tanks at the end was just as awful.  ",neg
the scripting of the subtle comedy is unmatched by any movie in recent years.  ,pos
this is definitely one of the bad ones.  ,neg
the cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,pos
"another thing i didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",neg
her role was played well.  ,pos
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",neg
"), and sometimes it was so embarrassing that i had to look away.  ",neg
worst hour and a half of my life!oh my gosh!  ,neg
go watch it!  ,pos
"in conclusion, i will not bother with this movie because a volcano in los angeles is nothing but nonsense.  ",neg
the story itself is just predictable and lazy.  ,neg
i'm still trying to get over how bad it was.  ,neg
"speaking of the music, it is unbearably predictably and kitchy.  ",neg
having to humour him just to get by and get through the day was so apt.  ,pos
this is one of peter watkins most accessible films.  ,pos
what is even more stupid is that who had thought an idea that there should be a volcano in los angeles?  ,neg
steamboat willie is an amazingly important film to our cinema history.  ,pos
and the accents are absolutely abysmal!  ,neg
you could drive a semi truck into these holes!  ,neg
"still, i do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",pos
i saw this movie and i thought this is a stupid movie.  ,neg
"if you want a movie that's not gross but gives you some chills, this is a great choice.  ",pos
"the bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a luv's diaper commercial) is completely unconvincing.  ",neg
all the characters in this film are tremendously well played.  ,pos
"there are many continuity errors: one other user commented on different cars in the garage, joe's glasses...the one that got to me the most was the fact joe's facial hair configuration seemed to change from scene to scene.  ",neg
the awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,neg
anne heche was utterly convincing.  ,pos
raw and sublimely moving.  ,pos
really bad.  ,neg
think of the film being like a dream.  ,pos
"beware: this is not a trashy cult movie, this is trash -period!  ",neg
this is one of the worst sandra bullock movie since speed 2 but not quite that bad.  ,neg
see both films if you can.  ,pos
in particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,neg
this is definitely one of the better documentaries i have seen looking at family relationships and marriage.  ,pos
"he is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",pos
end of days is one of the worst big-budget action movies i've ever seen.  ,neg
"director neil labute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",pos
"the casting is also horrible, cause all you see is a really really bad actors, period.  ",neg
i was left shattered from the experience of watching this 'film' and i took a good two hours to fully recover.  ,neg
"i'm glad this pretentious piece of s*** didn't do as planned by the dodge stratus big shots... it's gonna help movie makers who aren't in the very restrained ""movie business"" of québec.  ",neg
in short - this was a monumental waste of time and energy and i would not recommend anyone to ever see this film.  ,neg
"the acting, as you'd expect from this cast, is top notch.  ",pos
brilliance indeed.  ,pos
"unfortunately, 'cover girl' is an example of how hollywood used to exploit women for financial gain.  ",neg
three of the most visually appealing movies i've ever seen.  ,pos
"this movie is a pure disaster, the story is stupid and the editing is the worst i have seen, it confuses you incredibly.  ",neg
"even billy bob couldn't rise above the script, which was worse.  ",neg
why was this film made?  ,neg
"the sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",pos
even the squibs look awful.  ,neg
i advise you to look out for it.  ,pos
"if you see it, you should probably just leave it on the shelf.  ",neg
"this movie creates its own universe, and is fascinating in every way.  ",pos
"his co-stars don't fare much better, with people like morgan freeman, jonah hill, and ed helms just wasted.  ",neg
i enjoyed it.  ,pos
"you learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",pos
no plot whatsoever!  ,neg
"tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",pos
"while you don't yet hear mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",pos
i had to walk out of the theatre for a few minutes just to get some relief!  ,neg
"the performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",neg
that was done in the second movie.  ,neg
it really created a unique feeling though.  ,pos
"the movie was so boring, that i sometimes found myself occupied peaking in the paper instead of watching (never happened during a columbo movie before!  ",neg
nine out of ten for a truly lovely film.  ,pos
about ten minutes into this film i started having second thoughts.  ,neg
there is no plot here to keep you going in the first place.  ,neg
give this one a look.  ,pos
this movie is well-balanced with comedy and drama and i thoroughly enjoyed myself.  ,pos
alexander nevsky is a great film.  ,pos
"though the wind and the lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be sean connery's noble brigand, candace bergen's feisty heroine, john huston's wily john hay or steve kanaly's spiffy, radiant, ruthless can-do lieutenant, roosevelt's ""big stick"".  ",pos
i can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,neg
and generally the lines and plot is weaker than the average episode.  ,neg
the lighting is awful.  ,neg
today the graphics are crap.  ,neg
ursula burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,pos
"each track commands sentiment, actually contributing to the scenes and characters.  ",pos
"this is a very ""right on case"" movie that delivers everything almost right in your face.  ",pos
this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life.  ,neg
i really don't see how anyone could enjoy this movie.  ,neg
"only like 3 or 4 buildings used, a couple of locations maybe, & poor hummh!  ",neg
there is a totally unnecessary train/roller coaster scene.  ,neg
"imdb ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",neg
"but the acting--even that of such professionals as drago and debbie rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",neg
"this gets a 1 out of 10, simply because there's nothing lower.  ",neg
"it crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",neg
nothing short of magnificent photography/cinematography in this film.  ,pos
"i wasn't expecting oscar material, but this?  ",neg
"and the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",neg
the best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,neg
avoid this film at all costs.  ,neg
the directing seems too pretentious.  ,neg
"also, it's a real treat to see anthony quinn playing crazy horse.  ",pos
and it was boring.  ,neg
"he can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",neg
his on screen presence shined thought even though there were other senior actors on the screen with him.  ,pos
non-linear narration thus many flashbacks and every part are articulated quite well.  ,pos
it is indescribably the most annoying and idiotic show i have ever seen.  ,neg
"otherwise, don't even waste your time on this.  ",neg
not recommended.  ,neg
the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,neg
"this is a witty and delightful adaptation of the dr seuss book, brilliantly animated by upa's finest and thoroughly deserving of its academy award.  ",pos
this was such an awesome movie that i bought it off of ebay.  ,pos
the movie has almost no action scenes in it and very little comedy.  ,neg
punishment park is a brilliant piece of cinema.  ,pos
"aailiyah was pretty good as akasha, in places compelling (her first entrance and mini dance scene).  ",pos
the cast was great.  ,pos
the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch.  ,pos
julian fellowes has triumphed again.  ,pos
"by the time the film ended, i not only disliked it, i despised it.  ",neg
i rather enjoyed it.  ,pos
is it possible for a movie to get any worse than this?  ,neg
"it ranks highly as a great noir-crime-drama, incredible performances by belmondo and lino ventura.  ",pos
"i left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",pos
a world better than 95% of the garbage in the theatres today.  ,pos
"yes, it's that bad.  ",neg
very nice and relaxing late night viewing.  ,pos
"in other words, the content level of this film is enough to easily fill a dozen other films.  ",pos
"a lassie movie which should have been ""put to sleep"".... forever.  ",neg
lucy bell is so much higher than this crap and for her to sink this low is quite depressing.  ,neg
highly entertaining at all angles.  ,pos
"the fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",pos
"bad script, bad direction and horrible acting make this one plain bad!  ",neg
(very serious spoilers) this movie was a huge disappointment.  ,neg
i saw this short film on hbo the other day and absolutely loved it.  ,pos
& that movie was bad.  ,neg
the cg opening sequence in space looked like it could have been created on microsoft slideshow for god's sake!  ,neg
"it was very popular when i was in the cinema, a good house and very good reactions and plenty of laughs.  ",pos
"when achille and philippa beautifully sing a duet from ""don giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",pos
nevertheless yet another wonderful film from the great master's stable.  ,pos
everything is appalling.  ,neg
"the writers were ""smack on"" and i think the best actors and actresses were a bonus to the show.these characters were so real.  ",pos
"i saw this film over christmas, and what a great film it was!  ",pos
it rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,pos
"a mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that keira knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",pos
"mark my words, this is one of those cult films like evil dead 2 or phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",pos
i don't think you will be disappointed.  ,pos
"but i recommend waiting for their future efforts, let this one go.  ",neg
"this is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",pos
"there are massive levels, massive unlockable characters... it's just a massive game.  ",pos
"it's a fresh, subtle, and rather sublime effect.  ",pos
i came out of it feeling angry.  ,neg
this is such a fun and funny movie.  ,pos
"emily watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",pos
"to those who find this movie intelligent or even masterful, i can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",neg
"things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",neg
"plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",pos
the aerial scenes were well-done.  ,pos
"some applause should be given to the ""prelude"" however.  ",pos
"seriously, it's not worth wasting your, or your kid's time on.  ",neg
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,pos
"on the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",neg
started watching this but didn't believe in any of the characters.  ,neg
the stories were as unbelievable as the actors.  ,neg
don't miss it.  ,pos
i'll even say it again  this is torture.  ,neg
"the suspense builders were good, & just cross the line from g to pg.  ",pos
"schrader has made a resume full of lousy, amateurish films.  ",neg
the incredible soundtrack truly captures the essence of the film.  ,pos
it's hard not to fall head-over-heels in love with that girl.  ,pos
a good commentary of today's love and undoubtedly a film worth seeing.  ,pos
"at around 4 pm i bought it, at around 8pm i started to watch, at around 8.15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",neg
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa.  ,pos
"one of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",pos
;) recommend with confidence!  ,pos
by the time the pyromaniac waylaid the assistant i was bored and didn't care what happened next and so i switched off.  ,neg
and if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,neg
"hayao miyazaki's latest and eighth film for studio ghibili, ""gake no ue no ponyo"" (ponyo on the cliff by the sea) is a wonderfully fun and imaginative look at childhood.  ",pos
i can't believe there's even a sequel to this!  ,neg
i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process.  ,pos
the dialogue is composed of things that make little sense.  ,neg
nobody identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,neg
"this convention never worked well in the past, and certainly doesn't work here.  ",neg
every single character was hilarious and deserved to be called a lead.  ,pos
his performance is simply genius.  ,pos
you can find better movies at youtube.  ,neg
"the acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. a must rent, view, or see.  ",pos
very little music or anything to speak of.  ,neg
) don't waste your time.  ,neg
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,neg
"it is wonderful and inspiring to watch, and i hope that it gets released again on to video or dvd.  ",pos
"yet, i enjoy watching it.  ",pos
you truly take this journey through the eyes and soul of a child.  ,pos
the only thing worse than taylor's acting was stanwyck's singing.  ,neg
there's also enough hypocrisy in this film to make me vomit.  ,neg
it was a good thing that the tickets only cost five dollars because i would be mad if i'd have paid $7.50 to see this crap.  ,neg
"i highly recommend this movie for anyone interested in art, poetry, theater, politics, or japanese history.  ",pos
"he can't act (one of the least scary villains i have ever seen), he can't write (did he write this damn movie in his sleep?  ",neg
it was also the right balance of war and love.  ,pos
enough can not be said of the remarkable animation in this film.  ,pos
"after watching this film, i wanted to learn more about the works of this artist.  ",pos
manna from heaven is a terrific film that is both predictable and unpredictable at the same time.  ,pos
to call this movie a drama is ridiculous!  ,neg
it's a case of 'so bad it is laughable'.  ,neg
"this one wants to surf on the small wave of space movies in 1998 (deep impact and armageddon), and this one fails everywhere.  ",neg
this is definitely a cult classic well worth viewing and sharing with others.  ,pos
"however, after seeing the short again after about 25 years, i was amazed at how timeless the film actually is.  ",pos
a standout scene.  ,pos
i am a fan of his ... this movie sucked really bad.  ,neg
is pretty funny.  ,pos
"this movie is excellent!angel is beautiful and scamp is adorable!his little yelps when hes scared,and the funniest parts are when:scamp is caught under the curtain and when angel and scamp are singing 'ive never had this feeling before'.i totally recommend this movie,its coming out on special edition on june 20.the cover has scamp on a garbage can and angel underneath the lid.  ",pos
"helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",pos
the songs were the best and the muppets were so hilarious.  ,pos
the warmth it generates is in contrast to its austere backdrop.  ,pos
the characters were very 'stagey' and the storyline was a lot like a stage farce.  ,neg
it actually turned out to be pretty decent as far as b-list horror/suspense films go.  ,pos
"the plot - well, i said i'd let that one go.  ",neg
"with the originality and freshness of the first movie now spent, this remake had little else to offer.  ",neg
""" but ""storm trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",neg
"i really loved the story line and the poler bear was kinda cute.but if anyone has a question about fort steele, just ask away:)  ",pos
rating: 0/10 (grade: z) note: the show is so bad that even mother of the cast pull her daughter out of the show.  ,neg
i have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,pos
"(my mother and brother had to do this)when i saw robert ryan portraying this type of man, it was a very good imitation of this type of individual, and i was impressed.  ",pos
graphics is far from the best part of the game.  ,neg
the cinematography-if it can be called that-sucked.  ,neg
"the hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",neg
