Text,Target,Label
regarding david wilkersons prophecies  while im not real sure ofhis credibility i do remember a book he wrote called a vision orsomething like that  he made a prediction that people who bought goldwould be hurt financially  at the time gold was up to about 800now it is less than half that  this prediction stuck in my mindbecause a lot of people where i worked were buying goldthe problem is we tend to remember predictions that come true andforget ones that didnt a la jean dixon  does anyone know if thereany of his predictions perhaps from the book i mentioned that canpretty definitely be said to have not come true,15,christian
so instead of calling it interest on deposits you call it returns on investementsand instead of calling loans you call it investing in business that is in other wordsfloating stocks in your company no interest is different from a return on an investment  for onething a return on an investment has greater risk and not a set returnie the amount of money you make can go up or down or you might evenlose money  the difference is the risk of loss is shared by theinvestor rather than practically all the risk being taken by theborrower when the borrower borrows from the bankbut is it different from stocks   if you wish to call an investor in stocks asa banker well then its your choice relabeling does not make it interest free it is not just relabeling as i have explained aboveit  is relabeling also its still not interest free the investor is still taking some money  asdividend on his investment  ofcourse the investor in islamic banking its yourso called bank  is taking more risk than the usual bank but its still getting something back in return  also have you heard of junk bonds vinayak                                           vinayak dutt                                   email vdpmayoedu             standard disclaimers apply,0,atheism
just because the wording is elsewhere does not mean they didnt spendmuch time on the wordingpeople can be described as cruel in this way but punishments cannot,0,atheism
you might be sure but you would also be wrong,19,misc
just a few cheap shots a christianityriddle what is the shortest street in jerusalemanswer the street of the righteous poleslimrickthere was an archeologist thostlewho found an amazing fossilby the way it was bentand the knot it the endtwas the penis of paul the apostlejinglechristianity hits the spottwelve apostles thats a lotjesus christ and a virgin toochristianitys the faith for youwith apologies to pepsi cola and its famous jingleriddlehow many christians does it take to save a light bulbanswer none only jesus can saveaphorismjesus savesmoses investsproof that jesus was jewish1 he lived at home till he was 332 he went into his fathers business3 he thought he mother was a virgin4 his mother thought he was godqedso long you allbob kolkeri would rather spend eternity in hell with interesting people than eternity in heaven with christians,19,misc
above all love each other deeply because love covers over a multitude ofsins ,15,christian
trh i hope youre not going to flame him  please give him the same coutesy youtrh ve given mebut you have been courteous and therefore received courtesy in return  thisperson instead has posted one of the worst arguments i have ever seenmade from the prochristian people  ive known several jesuits who wouldlaugh in his face if he presented such an argument to themlets ignore the fact that its not a true trilemma for the moment niceword maddi original or is it a real word and concentrate on theliar lunatic partthe argument claims that no one would follow a liar let alone thousandsof people  look at l ron hubbard  now he was probably not all therebut i think he was mostly a liar and a conartist  but look at how manythousands of people follow dianetics and scientology  i think the bakers and swaggert along with several other televangelists lie allthe time but look at the number of follower they haveas for lunatics the best example is hitler  he was obviously insanehis advisors certainly thought so  yet he had a whole country entralledand came close to ruling all of europe  how many germans gave their livesfor him  to this day he has his followersim just amazed that people still try to use this argument  its justso obviously wrong,0,atheism
well most hangings are very quick and i imagine painlessand hangings and firing squads are allowed today too  and if thesethings were not considered cruel then surely a medical executionpainless would not be either,0,atheism
 much deletion  he is trying to explain the immaculate conceptionand the assumption of maryif this is true than why in the genesis story is god concerned thatadam and eve might also eat from the tree of life and live forever andbe like gods  eating of the tree of life would not take away theeffects of eating of the tree of knowledge  is there any reason toassume that they had already eaten of the tree of life and so hadalready attained to eternal life  if so what basis is there forsaying that this was taken away from them  to me the wages of sin area spiritual death not necessarily a physical death  ican attest to the truth of this interpretation from my own experiencei suspect that many others could attest to this as well peacewill ,15,christian
 deletion no it in the way it is usually used in my view you are saying here thatdriving a car requires faith that the car drives for me it is a conclusion and i have no more faith in it than i have in thepremises and the argument used   no thats a word game the term god is used in a different way usuallywhen you use a different definition it is your thing but until it iscommonly accepted you would have to say the way i define god is  andthat does not exist it is existence itself so i say it does not exist interestingly there are those who say that existence exists is one ofthe indubitable statements possible further saying god is existence is either a waste of time existence isalready used and there is no need to replace it by god or you are implyingmore with it in which case your definition and your argument so farare incomplete making it a fallacy  deletiondeletion where does that follow arent observations based on the assumptionthat something exists and wouldnt you say there is a level of definition that the assumptiongod is is meaningful if not i would reject that concept anyway,0,atheism
is it just me or has this part gotten beyond usefulgregg is not as i understand his posts giving any support to the bountyon rushdies life  if thats correct end of one pointgregg is using the concept of legal in a way most westerners dont accepthis comments about islamic law i think make a great deal of sense to himand are even making a _little_ sense to me now  if a person is a memberof a group religion or whatever they bind themselves to follow the waysof the group within the bounds of what the group requires as a minimumthe big bone of contention here that im picking up is that in the westwe have secular governments that maintain more or less a level of controland of requirements outside the requirements of optional groups  i thinkthe majority of us reading this thread are in tune note  i didnt sayin agreement with the idea that you are finally responsible to thesecular government  and within that to the group or groups a person mayhave chosenwith that in mind it not possible under secular law legally as mostpeople would define the term to hold a person to a particular group oncethey decide to separate from it  only if the secular authorities agreethat there is a requirement of some sort contractual etc is thereany secular _enforcement_ allowed by a group to a group member or pastgroup membera religion can and often does believe in and require additional dutiesof a group member  and it can enforce the fulfillment of those dutiesin many ways  ostracism is common for example  but the limit comes whenthe enforcement would impose unwanted andor unaccepted onus on a person_in conflict with secular law_this is the difference  in a theocracy the requirements of the secularauthorities are by definition congruent with the religious authoritiesoutside a theocracy this is not _necessarily_ true  religious requirements_may_ coincide or may not  similiarly religious consequences _may_ ormay not coincide with secular consequences if anyregardsdew,0,atheism
i would be happy to discuss the  issue of the 12 imams with you althoughmy preference would be to move the discussion to anothernewsgroup  i feel a philosophyor religion group would be more appropriate the topic is deeplyembedded in the world view of islam and theesoteric teachings of the prophet sa heresy does not enterinto it at all except for those who see islam only as an exotericreligion that is only nominally if at all concerned with the metaphysicalsubstance of mans being and naturea good introductory book in fact one of the best introductorybooks to islam in general is murtaza mutahharis fundamentalsof islamic thought  god man and the universe  mizan presstranslated by r campbell truly a beautiful book a followup bookif you can find a decent translation is wilaya  the stationof the master by the same author i think it also goes under thetitle of master and mastership  its a very small book  reallyjust a transcription of a lecture by the authorthe introduction to the beautiful psalms of islam  translatedby william c chittick available through muhammadi trust ofgreat britain is also an excellent introduction to the subject wehave these books in our university library  i imagine any wellstocked university library will have themfrom your posts you seem fairly well versed in sunni thought youshould seek to know shiite thought through knowledgeable shiite authors as well  at least that much respect is due before thecharge of heresy is levelled,0,atheism
replyto pwhiteemproscom  here in america people tend to think of choosing a church much like theythink of choosing a car or a country club what i mean is that our culture is such that we tend towards satisfying our own wants ratherthan considering things with others in mind and not making prayer an initial and primary part of the decision process people tend totreat church as they would a club and when something is less than totheir liking off they go to another onei think that scripture presents the idea that god takes a different perspective on the church choosing process it seems to me from 1cor 12that god doesnt subscribe to the idea of us choosing a church at allbut that he places us in the body as he wants us so i think a betterquestion is not how do i choose a church but how do i figure out wheregod is trying to place meif a person was instrumental in leading you to christ the church theygo to is a logical first choice you have been born into the family ofgod people should hop around from church to church as often as theyhop from natural family to familyif you met the lord on your own so to speak there may not be an easily identifiable church to try for starters here you are morelike an orphan prayerfully go and leave yourself on a few doorstepsand see if anyplace feels like home i wouldnt expect that god want to place you in a church where youhave difficulty fitting in with the people but on the other handthere are no perfect churches if you have an attitude of lookingfor problems you will both find them and make them on the other handif you have an attitude of love and committment you will spread thatwherever you go in general i think that god will try to place you in a church thattalks about the lord in the way that you have come to know him and isexpanding on that base,15,christian
even if there was no independent proof that lukes account wasvalid i find it strange that you would take the negation of it astruth without any direct historical evidence at least that youvementioned to back it up  the assertion was made unequivocallythat no christian ever sufferred for their faith by believing inthe resurrection  lukes account suggests otherwise and in theabsence of direct eyewitnesses who can claim that luke is mistakenthen i suggest that this unequivocal assertion is suspect john g ata  technical consultant  internet  atahfsicomhfs inc		  va20          uucp  uunethfsiata7900 westpark drive	 ms601	       voice	703 8276810mclean va  22102	                 fax	703 8273729i think the original claim may have been somewhat more limited thanthis  it was an answer to the claim that the witnesses couldntbe lying because they were willign to suffer for their beliefsthus its not necessary to show that no christian ever sufferedfor believing in the resurrection  rather the issue is whetherthose who witnessed it didi do agree that the posting youre responding to shows that therecan be liberal as well as conservative dogmatism,15,christian
this is to let you know that the fourth issue of the coptnet newsletter has been issued the highlights of this issue include 1 easter greating christ is risen truly he is risen 2 the holy family in egypt part 1 3 anba abraam the friend of the poor part 4 4 a review of the coptic encyclopedia 5 a new dictionary of the coptic languagethis newsletter has been prepared by  members  of  coptnet  a  forumwhere news activities and services of  the  coptic orthodox churchesand  coptic communities outside egypt are coordinated  and  exchangedif you want your name to be included in the mailing  list or have any  questions please contact nabil ayoub at ,15,christian
930418do what thou wilt shall be the whole of the law honestlythe word of sin is restriction would i kid youdoes one mans words encompass the majestic vision of thousandsof individuals  quoting a man is not the same as quoting theorder  taken out of context words can be interpreted muchdifferently than had one applied them within the confines oftheir original expressioni think this is the case regarding hymenaeus beta frater superior of the order to which i belong  when he included that bitfrom merlinus x he did us all a service  he showed us the extremesto which order members have been known to go in their fervori have little knowledge regarding reuss background but surelyhe was an unusual man and he was an important force in the order for many yearsyet as people change so do orders change and while we look backso carefully at the dirty laundry of oto remember that this isonly the surface skim and that many perspectives are now encompassedwhich extend beyond any one individual  i hope to show that therewas and is much room for a difference of opinion within the orderitself perhaps by testing the limits myselflet us examine this issue a bit more closelyin 1895 karl kellner 18501905 a wealthy austrian industrialistand paper chemist as well as a highgrade mason founded the ordotempli orientis  kellner had traveled widely in the east where hemet three adepts who instructed him specific magical practices  kellners efforts to develop the order were later assisted by franzhartmann heinrich klein and theodore reuss who had worked togetherprior to joining the oto  the order was first proclaimed in 1902in reusss masonic publication oriflamme  on kellners deathreuss succeeded him as outer head oho  the jubilee edition ofthe oriflamme published in 1912 announced that the order taughtsecret of sexual magic theodore reuss was an interesting character  born june 28 1855 inaugsburg he entered masonry in 1876  he was a singer journalist andpossibly a spy for the prussian political police infiltrating the socialistleague founded by karl marxs daughter and her husband  reuss waslater associated with william wynn westcott a leader of the goldendawn who later introduced him to john yarker  yarker chartered reuss tofound the rites of memphis and mizraim in germany  after severalattempts to concretize various masonic rites reuss settled on thedevelopment of the otothe order experienced reasonably steady growth under reuss leadershipfor example he chartered papus in france rudolph steiner in berlinand h spencer lewis in the usa  in 1912 the historic meeting betweenreuss and crowley occurred  crowley wrote that reuss came to him andaccused him of revealing order secrets  when crowley looked at it afreshthe initiated interpretation of sexual magick unfolded itself to him forthe first time  reuss appointed crowley as supreme and holy king of allthe english speaking world and it was this authorization that he invokedwhen publishing the material of the equinoxreuss resigned as outer head of the order in 1922 after suffering astroke and named crowley his successor  all was well until 1925 when_the book of the law_ was translated into german  there was a breakin the continuity of the order  manyk members split with the new ohoover the book which crowley was actively promulgating through the orderhe had earlier revise dthe order rituals at reusss request deeplyinfusing the doctrines of the new aeon revelation_an introduction to the history of the oto_ by ad veritatem ixwithin _equinox iii10_ edited by   hymenaeus beta frater superior rex summus sanctissimus    caliph of the united states of america      published by samuel weiser 1990there are many possible reasons that our frater superior included thismaterial in _equinox iii10_  and this is the real point is it notwhy did he wish to publish such things about the history of his ownorganization  does he represent a dogmatic threat to the principleof thelema  or is he exercising his true will and putting forth verycomplex pictures with no easy answers  a picture which leaves roomfor very many interpretationsit is quite easy for me to see for example that all of oto derivedout of the dribble of faltering masonry purchased by clever hucksterswith an ounce of courage and some writing ability to aid them  and ican take that all the way down to our present caliph whose feeblesupport of the law of thelema is laughable at bestwould i be thrown out of the order for speaking in this way  will i  i think notwhy  because my frater will see it as a perspective an interjectioni am using as an example  my illustration shows that we may express thingsin the context of a larger work and the true significance of this may bequite difficult to apprehend at firstso it may be with oto and merlinus x  please look oto more carefullyi do not support reusss words myself as i am not qualified to assessthem and i am critical of their pomposity  if i who am a member ofthe order take such a stand and am allowed to continue doing so thenwhat can this say about the health of the order  does it mean thatthe order has gone soft and abandoned its moral principles  ordoes it mean that it is strong in its ability to let the will ofuniversal kinship arise on its own not shackled by some dogmaticrequirement  how shall we resolve these two possibilitiesi find a high calibre of individual associated with ordo templi orientisthey are often quite intelligent and sometimes very well versed in arcaneor usual information  they are quite often artists and geniuses  having met some 20 longstanding members in the sf bay area many who are orwere very heavily involved with the order i can vouch for the integrityof the organization as it standsi have sometimes questioned the policy of hymenaeus beta  in these moments i followed my intuition and ive found little to stop me from requestinga second initiation from a different oto body  im happily participatingin social groups feasts or initiations and have come to know the gnosticmass well enough for my tastes this doesnt make me an authority on order politics and explanations howeveri can only hypothesize and relay to you what i understand based on mylimited contact with other membersi urge you not to take the words of merlinus x too far  there are manyways to interpret words and many people who have become involved withthe order feel very strongly about the sanctity of personal freedomand the preservation of individual visioni welcome other comment on this issue and will be writing more in responseto other posts in this threadinvoke me under my stars  love is the law love under willi am i,19,misc
i have no doubt that god hears everybodys prayershowever he does things his way ie things will happenonly if it is his willnow if the question really is does god grant everybodys wishes then youll get a brutal shot of reality similar to when you didntget that toy you wanted for christmas you just cannot expectto get everything you want in this world ,15,christian
with franks permission i have added some information here and inone case changed the order of his contributions in order to clarifythe historical relationship of the views  my comments are basedprimarily on william ruschs historical summary in the trinitariancontroversy fortress  im going to save this as an faq  clhmajor views of the trinity second centurythe writers of the 2nd cent are important because they set up muchof the context for the later discussions  justin martyr aristidesathenagoras tatian and theophilus of antioch are known as theapologists  their theology has often been described as logostheology  based strongly on wording in john they took more or lessa twophase approach  through eternity the logos was with thefather as his mind or thought  this immanent word becameexpressed as god revealed himself in history ultimately in jesusthus jesus full distinction from the father only became visible inhistory though the logos had been present in god from eternityrusch regards this view is containing many of the emphases of thefinal orthodox position but in a form which is less sophisticatedbecause it did not have the technical language to properly deal withthe eternal plurality in the godheadirenaeus held views somewhat similar to the apologists  however hewas uncomfortable with the twostage approach  he still viewed god asone personage with distinctions that did not become fully visibleexcept through his process of selfrevelation the economy  thedistinctions are present in his essential nature  irenaeus emphasizedthe holy spirit more than the apologists  irenaeus views shouldprobably be called economic trinitarianism though that term isnormally used as below to refer to later developmentsthird centuryclhdynamic monarchianism source theodotusadherents paul of samosota artemon socinus modern unitariansperception of gods essence the unity of god denotes both oneness of natureand oneness of person the son and the holy spirit therefore areconsubstantial with the fathers divine essence only as impersonal attributesthe divine dunamis came upon the man jesus but he was not god in the strictsense of the wordperception of gods subsistence the notion of a subsistent god is a palpableimpossibility since his perfect unity is perfectly indivisible thediversity of god is apparent and not real since the christ event and thework of the holy spirit attest only to a dynamic operation within god not toa hypostatic unionasignation of deityeternality father unique originator of the universe he is eternal selfexistent andwithout beginning or end son a virtuous but finite man in whose life god was dynamically present ina unique way christ definitely was not deity though his humanity was deified holy spirit an impersonal attribute of the godhead no deity or eternalityis ascribed to the holy spiritcriticisms elevates reason above the witness of biblical revelationconcerning the trinity categorically denies the deity of christ and of theholy spirit thereby undermining the theological undergirding for the biblicaldoctrine of salvationin summary this probably best thought of as not being trinitarianismat all  god is an undifferentiated one  son and holy spirit are seenas simply names for the man jesus and the grace of god active in thechurch  clh modalistic monarchianism source praxeasadherents noatus sabellius swedenborg scleiermacher united pentecostalsjesus onlyperception of gods essence the unity of god is ultrasimplex he isqualitatively characterized in his essence by one nature and person  thisessence may be designated interchangeably as father son and holy spiritthey are different names for but identical with the unified simplex god thethree names are the three modes by which god reveals himselfperception of gods subsistence the concept of a subsistent god is erroneousand confounds the real issue of the phenomenon of gods modalistic manifestingof himself the paradox of a subsisting three in oneness is refuted byrecognizing that god is not three persons but one person with three differentnames and corresponding roles following one another like parts of a dramaasignation of deityeternality father fully god and fully eternal as the primal mode or manifestation ofthe only unique and unitary god son full deityeternality ascribed only in the sense of his being anothermode of the one god and identical with his essence he is the same godmanifested in temporal sequence specific to a role incarnation holy spirit eternal god only as the tile designates the phase in which theone god in temporal sequence manifested himself pursuant to the role ofregeneration and sanctificationcriticisms depersonalizes the godhead to compensate for its trinitariandeficiencies this view propounds ideas that are clearly heretical itsconcept of successive manifestations of the godhead cannot account for suchsimultaneous appearances of the three persons as at christs baptismrusch comments that evidence on these beliefs is sketchy  there areactually two slightly different groups included noetus and hisfollowers and sabellius  noetus was apparently more extremesabellius followed him and attempted to use some features of economictrinitarianism to create a more sophisticated view  unfortunatelyinformation about sabellius comes from a century later and thereseems to be some confusion between him and marcellus of ancyra clh ive moved the following description to be with the otherthirdcentury views  it originally appeared near the end  clheconomic trinitarianism source hippolytus tertullianadherents various neoeconomic trinitariansperception of gods essence the godhead is characterized by triunity fatherson and holy spirit are the three manifestations of one identicalindivisible substance the perfect unity and consubstantiality are especiallycomprehended in such manifest triadic deeds as creation and redemptionperception of gods subsistence subsistence within the godhead is articulatedby means of such terms as distinction and distribution dispellingeffectively the notion of separateness or divisionasignation of deityeternalitythe equal deity of father son and holy spirit is clearly elucidated inobservation of the simultaneous relationaloperational features of thegodhead coeternality at times does not intelligibly surface in thisambiguous view but it seems to be a logical implicationcriticisms is more tentative and ambiguous in its treatment of therelational aspect of the trinitynote that this is a development of the apologists and irenaeus asmentioned above  as with them the threeness is visible primarily inthe various ways that god revealed himself in history  however theydid say that this is a manifestation of a plurality that is somehowpresent in the godhead from the beginning  tertullian talks ofthe father son and holy spirit as being three that are one insubstance  many people regard this view as being essentiallyorthodox but with less developed philosophical categories  clhorigen developing further an approach started by clement attemptedto apply neoplatonism to christian thought  he set many of the termsof the coming battle  in platonic fashion he sees the son as amediator mediating between the absolute one of god and the pluralityof creating beings  the son is generated but he is eternallygenerated  that is the relationship between father and son iseternal  it cannot be said that there was once when he was not aphrase that will haunt the discussion for centuries  having the sonis intrinsic to his concept of god  the father and son are describedas separate hypostases though this may not have quite the meaningof separate subsistence that it had in some contexts  the union isone of love and action but there is some reason to think that he mayhave used the term homoousios of the same substance  the holyspirit is also an active personal substance originated by the fatherthrough the son  origens intent is trinitarian not tritheistic buthe pushes things in the direction of separatenessfourth centuryclhsubordinationism  often called arianism clh source ariusmajor adherents modern jehovahs witnesses and several other lesser knowncultsperception of gods essence the inherent oneness of gods nature is properlyidentifiable with the father only the son and the holy spirit are discreetentities who do not share the divine essenceperception of gods subsistence the unipersonal essence of god precludes theconcept of divine subsistence with a godhead threeness in oneness is selfcontradictory and violates biblical principles of a monotheistic godasignation of deityeternality father the only one unbegotten god who is eternal and without beginning son a created being and therefore not eternal though he is to be veneratedhe is not of the divine essence holy spirit a nonpersonal noneternal emanation of the father he is viewedas an influence an expression of god  deity is not ascribed to himcriticisms it is at variance with abundant scriptural testimony respectingthe deity of both christ and the holy spirit its hierarchial concept likewiseasserts three essentially separate persons with regard to the father christand the holy spirit this results in a totally confused soteriologynote also that in most versions of this view the son is not fullyhuman either  he is supernatural and sinless  that distinguishes thisview from adoptionism  clh orthodox trinitarianism source athanasiusadherents basil gregory of nyssa gregory of nazianzus augustine thomasaquinas luther calvin contemporary orthodox christianityperception of gods essence gods being is perfectly unified and simplex ofone essence  this essence of deity is held in common by father son and holyspirit the three persons are consubstantial coinherent coequal and coeternalperception of gods subsistence the divine subsistence is said to occur inthree modes of being or hypostases as such the godhead exists undivided individed persons this view contemplates an identity in nature and cooperationin function without the denial of distinctions of persons in the godheadasignation of deityeternalityin its final distillation this view unhesitatingly sets forth father sonand holy spirit as coequal and coeternal in the godhead with regard to boththe divine essence and functioncriticisms the only shortcoming has to do with the limitations inherent inhuman language and thought itself the impossibility of totally describing theineffable mystery of three in onenessat least in the 4th cent there were several different approaches allof which fit the description here and all regarded as orthodox but whichare somewhat different in detail  nicea was originally held to respondto arius  arius can be thought of as carrying origens thought a bittoo far to the point of making the son a separate entity  in generalthe east tended to take an approach based on origens and it was hardto get acceptance of nicea in the east  its final acceptance wasbased on the work of athanasius with the cappadocians gregory of nyssa andgregory of nazianzus among others  while starting with threethey show that their unity in nature and and action is such that onemust think of them as being a single god  this allowed the councilof constantinople in 381 to get wide agreement on the idea ofthree hypostatese and one ousia  clhadapted from _charts of christian theology and doctrine_ by h wayne housefrank,15,christian
in response to whittenfwvasaiccom david whittenand you respondedof course  the feast was the seder and the accounts of it are very clearon this pointthe difference is the connection between the bread and wine and the bodyand blood of god  this is an old association of the tammuzosirismithrasline and not really related to judaism  in any case i didnt reallyintend to argue the point  i saw a possible association and pointed itout but i havent the foggiest notion what really happened,19,misc
1  stephen said you took a quote out of context2  you noted that stephen had not replied to some other trm article     call it a that took a quote out of context3  but the lack of evidence for x does not constitute evidence for the     lack of x  a common creationist error4  so the fact that stephen did not reply to a does not justify the     conclusion that stephen condoned taking quotes out of context in a5  you asked stephen to explain why you were wrong and they were ok     or to acknowledge that he was being a hypocrite  6  both of the choices you give stephen assume that he condoned     taking quotes out of context in a7  i assumed you were being logical and that the sentence that begins     could you please explain  was not a nonsequitur but was intended     to follow from the sentence that preceded it8  therefore i concluded that you believed that 2 implied that stephen     condoned taking quotes out of context in a9  but weve already seen that 2 does not imply this10 therefore you were incorrect to believe that 2 implied that stephen     thought it was okay to take quotes out of context in a and were      making an error of a kind that is frequently made by creationistsis that better jim   its called an argument  if you disagree with itexplain why the argument is not sound  i admit that my assumption in 7may have been a bit hasty  if you agree with it just say yup,19,misc
i just thought id share a nice experience before my exam todayi was walking down the streets on our campus and a beggar came up and askedme for any spare change i might have  i had a dollar or so that i gave herand  not wanting to give away all my money to strangers i generally givea dollar as that will buy a little food at mcdonalds or something  i offeredher some spiritual gifts as i called them rather than gifts of moneyi talked of how great i felt that god had made such a pretty day and hownice it was to give to people  she then said she was getting married soonshe talked about how she and her husband had very little they may not haveeven had a house for all i know but that they felt a very special love inthe lord an unselfish kind of caring  it warmed my heart to know that 2people can have so little monetarily and realize that spiritually they areindeed very rich  a good lesson for all of us who say we want more moremore what we really need cannot be counted or sold or bought,15,christian
,15,christian
lets get back to basics  canon from the latin means a rule  ifwe say that a rule is open then its a rule made to be broken  there is an issue also of measurement against a rule  thus the wordsthat are spoken need to be compared against the rulecanon but notadded to the canonis new revelation necessary  topical current personal revelationid say is necessary  new revelation for all people for all timesis not necessary as we have that in scriptureyou also seem to confuse canon with scripture  scripture may speak ofitself being open  ie god speaking today  it would speak that it isclosed in the sense that the canon is unchangeable  though the conceptof canon is later historicallyi agree with the problem of confusion  if prophecy is meant to encourageexhort or correct then is an overlap with scripture  if prophecy ismeant to bring a word of the form the man you live with is not yourhusband then that is knowledge  yet the exact words their are scripturei would expect the difference to be the motive and means for deliverythe reading of scripture itself can be a powerful forceregards david,15,christian
someone writing anonymously asksi did become a christian without having been indoctrinated by my parents andhaving studied buddhism fairly carefully and other religions to a lesserdegree  i made a decision to accept the truthclaims of christianity afterhaving given it a lot of thought  i have to point out that the process was notpurely a cold rational one there was a powerful experiential element as wellalso my calvinist should rest assured that i dont lay any of theresponsibility for the outcome my conversion on anyone but godit took me years and years for this all to happen because i had many of theobjections that this poster puts forward  i grew up in the shadow of genericauthoritarian conservative denomination and i knew that that wasnt a wayof life that i could adopt  but i gradually learned not to tar all ofchristianity with the same brush and realized quite suddenly one cold winternight that i accepted what i had heretofore rejected  i am quite certain thati was not brainwashed,15,christian
good question  im sure some biologist could answer better than ibut animals brains are just set up differentlyanimals can be trained but if theyre instincts serve them well there isno reason to contradict them,0,atheism
my impression is that for advanced work you will be much better off withgerman reference works lexicons concordances especially  for a firsttimeencounter my personal preference would be to deal with a textbook written inmy native language  but if you know german and are in germany pick up all thereference books you think you can handle  i only know these works byreputation since my german is most rusty but id look at the following bookskoehlers lexicon mandelderns concordance the jenni  westermann theologicaldictionary of the otthe amount of language instruction available at us seminaries varies widelymostly depending on the denominational heritage of the school  presbyterianand reformed seminaries probably place a lot more emphasis on the biblicallanguages than others  of course any divinity school that has a doctoralprogram in biblical studies is going to have extensive language resources  butthere are quite a few mastersdegreegranting seminaries here at which theattitude seems to be more well if youre really interested well give youa semesterlong course but we dont understand why   ,15,christian
